,Sys no.,Link,Title,Subject: 650 field only,Questions,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Best Bets
LA,1864867,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1864867",Bibliografía de la literatura Española desde 1980,Spanish literature--Bibliography.,,"Latin American, Iberian, and Latino Studies",,,,,
LA,1867789,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1867789",Projekt DYABOLA,"Archaeology--Bibliography--Catalogs.;Classical antiquities--Bibliography--Catalogs.;Civilization, Ancient--Bibliography--Catalogs.;Art, Ancient--History--Bibliography--Catalogs.",,History,Classics,,,,
LA,1868345,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1868345",TRIS online,Transportation--United States--Bibliographies.,,Civil and Environmental Engineering,,,,,
LA,1869221,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1869221",Thesaurus Linguae Graecae :,"Greek literature--Databases.;Greek language--Databases.;Authors, Greek--Databases.",,Classics,,,,,
LA,1872423,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1872423",EBSCO online citations,Periodicals--Databases.;Bibliographical citations--Databases.,?,,,,,,
LA,1874535,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1874535",RIPM retrospective index to music periodicals (1760-1966).,Music--History--19th century--Periodicals--Indexes.;Musicology--Periodicals--Indexes.;Music--Bibliography--Periodicals--Indexes.,,Music,,,,,
LA,1879064,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1879064",Center for Research Libraries catalog,Research Libraries--United States--Illinois--Catalogs.;Library catalogs--United States.,?,Multidisciplinary,,,,,
LA,1886518,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1886518",Digital library of classic Protestant texts,"Theology, Doctrinal--History--Modern period, 1500---Sources.;Protestant literature.;Protestantism--History--Sources.;Christian literature, Latin (Medieval and modern)",,Theology and Religion,History,,,,
LA,1892257,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1892257",Readers' Guide Retrospective: 1890-1982,Periodicals--Indexes--Databases.;American periodicals--Indexes--Databases.,?,,,,,,
LA,1902113,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1902113",JNCI cancer spectrum,Cancer--Databases.,,"Biology, Environmental Sciences, and Medicine",,,,,
LA,1903967,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1903967",Wen yuan ge Si ku quan shu,"Chinese classics.;Philosophy, Chinese.;Chinese literature.",,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
LA,1904848,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1904848",Polling the nations.,Public opinion polls--Statistics.;Public opinion--United States--Statistics.,,Political Science,,,,,
LA,1905959,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1905959",L'Année philologique.,Classical philology--Indexes--Databases.;Classical literature--Bibliography--Indexes--Databases.,,Classics,,,,,
LA,1914471,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1914471",ProQuest dissertations & theses global.,"Dissertations, Academic--Databases.;Dissertations, Academic--Indexes--Databases.;Dissertations, Academic--Abstracts--Databases.",,Multidisciplinary,,,,,
LA,1923903,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1923903",DTIC Online :,Military research--United States.;Military research--United States--Indexes.;Technical reports--Military aspects--United States--Indexes.;National security--United States.;National security--United States--Indexes.,?,Political Science,Global Affairs,,,,
LA,1924339,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1924339",Energy citations database,Power resources--Research--Bibliography--Databases.;Energy policy--Bibliography--Databases.;Renewable energy sources--Bibliography--Databases.,?,Civil and Environmental Engineering,,,,,
LA,1937272,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1937272",International financial statistics,Finance--Statistics--Databases.;International finance--Statistics--Databases.,,Business,,,,,
LA,1940080,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1940080",Television news archive,Television broadcasting of news--United States--Indexes.;Video tapes--Indexes.,,"Film, Television, and Theatre",,,,,
LA,1943135,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1943135",Research in ministry online,"Theology--Bibliography.;Religion--Bibliography.;Dissertations, Academic--Abstracts.",,Theology and Religion,,,,,
LA,1946480,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1946480",Factiva,Commerce--Databases.;Industries--Databases.;Business--Databases.,,Multidisciplinary,Business,,,,
LA,1949324,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1949324",MagillOnLiterature,"Literature--Stories, plots, etc.;Literature--Bio-bibliography.;Characters and characteristics in literature.;Books--Reviews--Periodicals--Reviews.;Books--Periodicals.",?,English Language and Literature,,,,,
LA,1951406,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1951406",The Catholic encyclopedia,Theology--Encyclopedias.,,Catholic Studies,Theology and Religion,,,,
LA,1951407,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1951407",OECD iLibrary.,International economic relations--Databases.;International cooperation--Databases.;Economic policy--Databases.,,Economics,Global Affairs,,,,
LA,1952073,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1952073",MEDLINE,Medicine--Periodicals--Indexes.;Medicine--Abstracts--Databases.;Health planning--Periodicals--Indexes.;Health planning--Abstracts--Databases.;Health services administration--Periodicals--Indexes.;Health services administration--Abstracts--Databases.;Nursing--Periodicals--Indexes.;Nursing--Abstracts--Databases.;Dentistry--Periodicals--Indexes.;Dentistry--Abstracts--Databases.,,"Biology, Environmental Sciences, and Medicine",,,,,
LA,1958999,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1958999",Philosophy online,Philosophy.;Ethics.;Logic.,,Philosophy,,,,,
LA,1959012,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1959012",Gallica,French literature--Databases.,,"French Language, Literature, and Culture",,,,,
LA,1959014,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1959014",World Shakespeare bibliography online,,,English Language and Literature,,,,,
LA,1960689,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1960689",New Catholic encyclopedia,,,Catholic Studies,Theology and Religion,,,,
LA,1968180,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1968180",Mergent online,Corporations--United States--Databases.;Corporations--Databases.;Industries--United States--Databases.,,Business,,,,,
LA,1980762,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1980762",National Reference Center for Bioethics Literature,Bioethics.;Medical ethics.,,"Biology, Environmental Sciences, and Medicine",,,,,
LA,1985079,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1985079",NISO standards,Information science--Standards--United States.,?,,,,,,
LA,1997393,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1997393",The NASA Astrophysics Data System.,Astronomy--Abstracts.;Astronomy--Databases.;Astrophysics--Abstracts;Astrophysics--Databases;Astronomical instruments trumentur--Abstracts;Geophysics--Abstracts.;Astrophysics--Information services;Astrophysics--Abstracts,,Physics,,,,,
LA,2001876,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2001876",International medieval bibliography,"Middle Ages--Periodicals--Indexes.;Civilization, Medieval--Periodicals--Indexes.;Middle Ages--Databases.;Civilization, Medieval--Databases.",,Medieval Studies,History,,,,
LA,2002173,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2002173",arXiv.org e-print archive,"Mathematical physics.;Physics.;Mathematics.;Computer science.;Nonlinear theories.;Biology, Experimental.",,Mathematics and Applied Mathematics,Computer Science and Engineering,Physics,,,
LA,2007631,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2007631",Victorian women writers project,English literature--Women authors.;English literature--19th century.;English fiction--Women authors.;English fiction--19th century.,,English Language and Literature,Gender Studies,,,,
LA,2009095,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2009095",Book review digest plus,Books--Reviews--Indexes.;Books--Reviews--Abstracts.;Books--Reviews--Databases.,?,,,,,,
LA,2010066,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2010066",D & B Million dollar database,Corporations--United States--Directories.;Industries--United States--Directories.;Directors of corporations--United States--Directories.;Executives--United States--Biography.;Ticker symbols--United States--Directories.;Industries--United States--Classification--Classification.,,Business,,,,,
LA,2012839,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2012839",NBER technical working paper series,Economics.,,Economics,,,,,
LA,2014003,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2014003",The World Bank e-Library,"Economic development--Databases.;Loans, Foreign--Developing countries--Statistics--Databases.;Debts, External--Developing countries--Statistics--Databases.;International finance--Statistics--Databases.;Finance--Developing countries--Databases.;International finance--Databases.;Investments, Foreign--Developing countries--Databases.",,Economics,Business,,,,
LA,2018186,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2018186",ETS Test Collection Database,College entrance achievement tests--Computer network resources.;Achievement tests--Computer network resources.,?,,,,,,
LA,2020613,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2020613",The digital library of the Catholic Reformation,Counter-Reformation--Sources.;Theology--History--Sources.,,Catholic Studies,Theology and Religion,History,,,
LA,2022728,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2022728",PubMed /,MEDLINE.;Medicine--Periodicals--Indexes.;Medicine--Abstracts.;Life sciences--Periodicals--Indexes.;Life sciences--Abstracts,,"Biology, Environmental Sciences, and Medicine",,,,,
LA,2024138,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2024138",Latin American Intelligence Service.,Business intelligence--Latin America--Databases.,,Business,"Latin American, Iberian, and Latino Studies",,,,
LA,2027272,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2027272",Lexikon des Mittelalters online,Middle Ages--Dictionaries.;Middle Ages--Dictionaries--German.,,Medieval Studies,"German Language, Literature, and Culture",,,,
LA,2027505,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2027505",Europa sacra online,"Church history--Middle Ages, 600-1500--Sources.",,Medieval Studies,History,,,,
LA,2027929,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2027929",International directory of medievalists,Medievalists--Directories.,,Medieval Studies,,,,,
LA,2028287,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2028287",International encyclopaedia for the Middle Ages,"Middle Ages--Encyclopedias.;Civilization, Medieval--Encyclopedias.",,Medieval Studies,,,,,
LA,2031253,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2031253",Oxford dictionary of national biography.,,,History,,,,,
LA,2033942,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2033942",Linguistics and language behavior abstracts,Language and languages--Abstracts--Indexes.,?,,,,,,
LA,2041249,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2041249",Sociological abstracts,Sociology--Abstracts.;Sociology--Indexes.,,Sociology,,,,,
LA,2048406,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2048406",Black drama,Drama--Black authors.;American drama--African American authors--Databases.;African Americans--Drama--Databases.;American drama--Databases.;Theater--United States--Databases.;African American theater--Databases.;Black theater--Databases.;Drama--Black authors--Databases.;Blacks--Drama--Databases.,,"Film, Television, and Theatre",Africana Studies,,,,
LA,2053581,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2053581",Inspec,Electrical engineering--Indexes.;Physics--Indexes.;Electronics--Indexes.;Control theory--Indexes.;Information technology--Indexes.;Physics--Abstracts.;Electronics--Abstracts.;Control theory--Abstracts.;Information technology--Abstracts.;Electrical engineering--Abstracts.,?,Engineering,,,,,
LA,2056133,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2056133",Academic search premier.,Periodicals--Indexes.;Periodicals--Abstracts--Databases.,,Multidisciplinary,,,,,
